ENSEMBL GENE	psms.CSF-01	top3int.CSF-01	peptides.CSF-01	psms.CSF-02	top3int.CSF-02	peptides.CSF-02	psms.adipocyte-01	top3int.adipocyte-01	peptides.adipocyte-01	psms.adipocyte-02	top3int.adipocyte-02	peptides.adipocyte-02	psms.adipocyte-03	top3int.adipocyte-03	peptides.adipocyte-03	psms.adipocyte-04	top3int.adipocyte-04	peptides.adipocyte-04	psms.adipocyte-05	top3int.adipocyte-05	peptides.adipocyte-05	psms.adipocyte-06	top3int.adipocyte-06	peptides.adipocyte-06	psms.adipocyte-07	top3int.adipocyte-07	peptides.adipocyte-07	psms.adipocyte-08	top3int.adipocyte-08	peptides.adipocyte-08	psms.adipocyte-09	top3int.adipocyte-09	peptides.adipocyte-09	psms.adipocyte-10	top3int.adipocyte-10	peptides.adipocyte-10	psms.adipocyte-11	top3int.adipocyte-11	peptides.adipocyte-11	psms.adipocyte-12	top3int.adipocyte-12	peptides.adipocyte-12	psms.adipocyte-13	top3int.adipocyte-13	peptides.adipocyte-13	psms.bone-01	top3int.bone-01	peptides.bone-01	psms.bone-02	top3int.bone-02	peptides.bone-02	psms.breast-01	top3int.breast-01	peptides.breast-01	psms.heart-01	top3int.heart-01	peptides.heart-01	psms.heart-02	top3int.heart-02	peptides.heart-02	psms.heart-03	top3int.heart-03	peptides.heart-03	psms.heart-04	top3int.heart-04	peptides.heart-04	psms.heart-05	top3int.heart-05	peptides.heart-05	psms.heart-06	top3int.heart-06	peptides.heart-06	psms.lung-01	top3int.lung-01	peptides.lung-01	psms.lung-02	top3int.lung-02	peptides.lung-02	psms.ovary-01	top3int.ovary-01	peptides.ovary-01	psms.pancreas-01	top3int.pancreas-01	peptides.pancreas-01	psms.platelets_lysate-01	top3int.platelets_lysate-01	peptides.platelets_lysate-01	psms.platelets_lysate-02	top3int.platelets_lysate-02	peptides.platelets_lysate-02	psms.platelets_lysate-03	top3int.platelets_lysate-03	peptides.platelets_lysate-03	psms.platelets_lysate-04	top3int.platelets_lysate-04	peptides.platelets_lysate-04	psms.platelets_lysate-05	top3int.platelets_lysate-05	peptides.platelets_lysate-05	psms.platelets_lysate-06	top3int.platelets_lysate-06	peptides.platelets_lysate-06	psms.platelets_lysate-07	top3int.platelets_lysate-07	peptides.platelets_lysate-07	psms.platelets_lysate-08	top3int.platelets_lysate-08	peptides.platelets_lysate-08	psms.platelets_lysate-09	top3int.platelets_lysate-09	peptides.platelets_lysate-09	psms.platelets_lysate-10	top3int.platelets_lysate-10	peptides.platelets_lysate-10	psms.platelets_lysate-11	top3int.platelets_lysate-11	peptides.platelets_lysate-11	psms.platelets_lysate-12	top3int.platelets_lysate-12	peptides.platelets_lysate-12	psms.platelets_lysate-13	top3int.platelets_lysate-13	peptides.platelets_lysate-13	psms.platelets_lysate-14	top3int.platelets_lysate-14	peptides.platelets_lysate-14	psms.platelets_lysate-15	top3int.platelets_lysate-15	peptides.platelets_lysate-15	psms.platelets_lysate-16	top3int.platelets_lysate-16	peptides.platelets_lysate-16	psms.platelets_lysate-17	top3int.platelets_lysate-17	peptides.platelets_lysate-17	psms.platelets_lysate-18	top3int.platelets_lysate-18	peptides.platelets_lysate-18	psms.platelets_lysate-19	top3int.platelets_lysate-19	peptides.platelets_lysate-19	psms.platelets_lysate-20	top3int.platelets_lysate-20	peptides.platelets_lysate-20	psms.platelets_lysate-21	top3int.platelets_lysate-21	peptides.platelets_lysate-21	psms.platelets_lysate-22	top3int.platelets_lysate-22	peptides.platelets_lysate-22	psms.platelets_lysate-23	top3int.platelets_lysate-23	peptides.platelets_lysate-23	psms.platelets_lysate-24	top3int.platelets_lysate-24	peptides.platelets_lysate-24	psms.platelets_lysate-25	top3int.platelets_lysate-25	peptides.platelets_lysate-25	psms.platelets_lysate-26	top3int.platelets_lysate-26	peptides.platelets_lysate-26	psms.platelets_secreted_trypic_digest-01	top3int.platelets_secreted_trypic_digest-01	peptides.platelets_secreted_trypic_digest-01	psms.platelets_secreted_trypic_digest-02	top3int.platelets_secreted_trypic_digest-02	peptides.platelets_secreted_trypic_digest-02	psms.platelets_secreted_undigested-centroid	top3int.platelets_secreted_undigested-centroid	peptides.platelets_secreted_undigested-centroid
ENSG00000024422	-	-	-	-	-	-	464	2381312.0102	22	552	4418796.6787	28	481	3754723.528	22	577	3195647.6608	27	455	2498068.7846	23	515	1365712.2889	25	560	1963874.5406	24	587	4323679.1686	24	450	1763001.2756	26	586	3154656.9106	23	563	2758083.9487	25	738	1948036.9366	27	692	2380412.2492	26	-	-	-	1	5172.40699999999	1	11	118408.9189	5	11	179353.0821	1	108	423910.6669	12	158	525569.7404	10	51	943354.1393	11	77	3198013.055	13	27	934576.846	7	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000132581	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	8215.54370000001	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	120490.0498	2	5	130182.7114	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000103222	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	22	222645.0237	10	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5	22946.3046	1	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000128609	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	8190.0519	1	4	56063.5254	4	5	48399.0918	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	35	828445.2322	8	8	35667.8143	4	-	-	-	-	-	-	4	126239.6395	3	10	336471.728	5	1	51020.384	1	-	-	-	-	-	-	-	-	-	140	3732700.9497	6	171	5815081.1344	6	2	46097.6007999999	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000129968	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	14084.1013	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	792.5134	1	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000266028,ENSG00000171943,ENSG00000196935,ENSG00000196369	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	10935.3234	1	11	28668.6461	1	3	9739.1574	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000168298,ENSG00000187837,ENSG00000124610,ENSG00000187475,ENSG00000124575	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	9	28568.1305	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	146573.4967	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	12195.391	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000080345	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	2839.0943	2	-	-	-	-	-	-	2	14564.4629	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000132698	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	2678.924	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000148291	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	6	62565.1625	2	-	-	-	-	-	-	1	86714.259	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000189091	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	10708.5326	1	-	-	-	28	162185.1056	16	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	60	269402.398	26	-	-	-	-	-	-	86	1271996.3189	22	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000163017	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	937602.5	1
ENSG00000137502	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	3271.7486	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1587.0364	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	10	23596.8635	1	2	3471.0814	1	5	11013.915	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000213465,ENSG00000273003	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	3393.4212	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000197594	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	283.2166	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	260.692	1	-	-	-	-	-	-	46	457251.9662	15	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000106268	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	20	160954.3176	5	5	26943.2111	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	21	268404.8385	5	30	522384.4502	5	-	-	-	-	-	-	1	3557.1185	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	143999.7649	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000278588,ENSG00000146047,ENSG00000275713,ENSG00000273703,ENSG00000184678,ENSG00000185130,ENSG00000196890,ENSG00000276410,ENSG00000203814,ENSG00000158373,ENSG00000233822,ENSG00000180596,ENSG00000273802,ENSG00000274290,ENSG00000274641,ENSG00000277224	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	11	2091239.0691	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000184702	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	40	1851085.722	11	38	776410.7607	8	156	1054099.5189	2	130	733908.6238	2	143	1002296.0342	3	301	8075731.901	14	351	9543411.7898	15	9	195107.7532	6	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000258674,ENSG00000186010	-	-	-	-	-	-	-	-	-	11	49549.1728	1	-	-	-	8	50475.1843	1	10	53329.8368	1	3	10204.7256	1	14	45460.5126	1	-	-	-	3	16148.3162	1	6	34728.8867	1	3	15470.9191	1	10	28835.8139	1	18	62123.0517	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000169583	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1879.5984	1	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000131471	-	-	-	-	-	-	304	7360786.1498	18	898	18141431.1368	21	703	13876343.2916	22	1001	13926532.2169	22	694	11753622.5634	21	834	7877919.0689	19	915	7993507.2293	21	744	12318510.5047	19	970	9541961.6327	22	774	8653356.6574	14	712	7046948.7541	15	1156	7779138.9071	21	773	6814215.3492	13	-	-	-	-	-	-	-	-	-	30	167157.057	2	21	148449.911	1	-	-	-	1	191448.303	1	13	1470460.8176	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000113712	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	10	26775.7779	6	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000176890	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	16895.943	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000168061	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	103760.6476	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000103512,ENSG00000103226,ENSG00000185164	-	-	-	-	-	-	-	-	-	2	1990.4902	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	3763.2821	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000269335	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	9	408905.9758	5	5	139821.571	2	-	-	-	83	458455.0067	9	175	1418048.7923	11	13	123333.0336	5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000120885	470	16905877.5045	13	357	17294399.2676	12	21	48420.4393	3	62	186539.7357	4	73	250462.2407	4	89	331640.8017	4	106	353828.2411	5	97	185756.0006	4	105	193667.3814	5	49	124480.6813	4	74	163107.1746	4	125	537161.9212	5	112	561638.0824	4	110	363211.6219	5	109	349348.3632	5	2	19632.0024	2	-	-	-	-	-	-	-	-	-	4	3005.9221	1	2	3115.2213	1	158	295316.8452	9	9	95677.7179999999	5	24	1879498.713	8	-	-	-	-	-	-	-	-	-	-	-	-	116	6190126.6979	15	62	2255331.3374	14	-	-	-	158	4344534.0467	11	269	10148729.921	9	178	4428405.1209	11	175	5243585.0722	9	408	17305651.7744	9	395	20937482.1522	8	124	2903372.8141	4	86	2110499.5505	5	5	21817.3528	2	1	4476.231	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	2868.7097	1	2	3022.6049	1	-	-	-	-	-	-	-	-	-	1	1407.6454	1	42	158056.2743	11	32	319407.5999	3	293	3286009.2449	8	324	2022250.7698	10	-	-	-
ENSG00000119326	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	6	55467.1949000001	6	29	313553.868	11	1	35338.071	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000118849	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	12	160437.0839	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000197892	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	7	140541.4661	2	-	-	-	-	-	-	1	1204.0653	1	-	-	-	-	-	-	-	-	-	4	50200.6159	2	3	26492.4906	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000162613	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	40779.6719	4	5	153728.6099	5	-	-	-	-	-	-	1	3565.7722	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	19122.39	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
